address,comuna,surface_m2,distance_to_metro,price_uf
"Calle Angelo Romero 227, Estación Central",Estación Central,54,3862,12.48
"Calle Arturo Prat 5068, Ñuñoa",Ñuñoa,68,161,22.9
"Alfredo Romero 388, Providencia",Providencia,31,508,15.07
"Calle Los Piñones 932, Maipú",Maipú,51,1644,13.32
"Gabriela Mistral 714, Providencia",Providencia,42,203,12.13
"Calle María Alarcón 590, Estación Central",Estación Central,62,518,15.62
"Calle Santiago Becerra 5588, Vitacura",Vitacura,42,113,21.97
"Calle Samuel Cea 11, Estación Central",Estación Central,38,402,10.53
"Lautaro 2149, Vitacura",Vitacura,55,155,23.61
"Los Lirios 307, Maipú",Maipú,63,361,11.42
"Esmeralda 29, San Miguel",San Miguel,34,374,11.93
"Avda. María Cabello 7075, Estación Central",Estación Central,43,3989,13.45
"Calle Emerson Muñoz 46, Las Condes",Las Condes,29,4209,14.35
"Manuel Rodríguez 55, San Miguel",San Miguel,20,97,13.09
"Calle Bernardo O'Higgins 2806, Estación Central",Estación Central,48,1035,8.99
"Las Mosquetas 9451, San Miguel",San Miguel,57,42,15.22
"Los Cactus 549, Santiago",Santiago,49,24,13.79
"Francisca Bravo 4, Santiago",Santiago,20,89,8.67
"Renato Gutiérrez 9603, San Miguel",San Miguel,38,2693,5.0
"Las Rosas 105, Santiago",Santiago,20,2262,5.0
"José Manuel Balmaceda 1367, San Miguel",San Miguel,77,172,17.65
"Avda. Juan Lazo 78, Maipú",Maipú,28,141,9.16
"Los Aromos 29, Vitacura",Vitacura,73,220,31.36
"Luis Cancino 3906, Providencia",Providencia,65,579,23.89
"Calle Yesenia Belmar 855, Estación Central",Estación Central,31,674,7.66
"Calle Los Encinos 2912, Maipú",Maipú,28,200,7.75
"Calle Felipe Silva 537, San Miguel",San Miguel,51,1130,7.1
"Los Naranjos 31, Santiago",Santiago,31,296,9.11
"Av. Las Manzanillas 335, Providencia",Providencia,46,2042,13.63
"Avda. Juan Mackenna 344, Lo Barnechea",Lo Barnechea,36,855,16.82
"Psje. Los Alerces 283, San Miguel",San Miguel,21,458,10.47
"Los Helechos 22, Ñuñoa",Ñuñoa,20,1248,10.86
"Calle Lautaro 2365, San Miguel",San Miguel,48,1362,13.16
"Macarena Montoya 3137, Las Condes",Las Condes,35,274,16.54
"Pasaje José Victorino Lastarria 7702, Estación Central",Estación Central,35,332,8.0
"Michimalonco 662, Estación Central",Estación Central,59,2198,8.3
"Pasaje Margarita Saavedra 4999, Santiago",Santiago,71,144,14.87
"Calle Las Azucenas 714, San Miguel",San Miguel,40,34,16.4
"Calle Nelson Berríos 6806, Ñuñoa",Ñuñoa,39,484,13.97
"Las Azucenas 95, La Florida",La Florida,54,1292,7.86
"Gabriela Mistral 1593, Santiago",Santiago,25,1181,5.42
"Calle Los Tilos 393, Lo Barnechea",Lo Barnechea,48,2015,15.95
"Calle Mac Iver 703, Maipú",Maipú,55,609,11.51
"Los Copihues 3, La Florida",La Florida,58,84,17.71
"Calle Felipe Urrutia 690, Maipú",Maipú,20,710,5.41
"Elena Poblete 3784, Macul",Macul,32,1205,5.0
"Los Laureles 1393, Santiago",Santiago,31,78,11.5
"Mario Carrasco 325, San Miguel",San Miguel,46,151,13.54
"Arturo Prat 6218, Maipú",Maipú,54,9,13.89
"Calle Salvador Allende 654, Maipú",Maipú,81,720,13.23
"Psje. Antonio Guzmán 375, Vitacura",Vitacura,36,1742,16.9
"Ángel Ávalos 33, Vitacura",Vitacura,36,888,17.35
"Balmaceda 1096, Ñuñoa",Ñuñoa,70,3215,19.55
"Avenida Raimundo Ferreira 3917, La Florida",La Florida,50,52,15.17
"Lautaro 6521, Estación Central",Estación Central,74,1866,11.35
"Los Cactus 5315, Lo Barnechea",Lo Barnechea,50,1345,17.91
"Avda. Aníbal Pinto 762, San Miguel",San Miguel,28,301,13.46
"Los Calafates 861, Ñuñoa",Ñuñoa,26,2905,10.52
"Belén Barría 1104, Estación Central",Estación Central,24,271,10.12
"Manuel Rodríguez 3526, La Florida",La Florida,58,1760,14.29
"Calle Arturo Alessandri 197, La Florida",La Florida,71,1701,14.53
"Ramón Picarte 162, San Miguel",San Miguel,93,1133,21.47
"Calle Portales 584, San Miguel",San Miguel,62,663,10.67
"Calle Los Laureles 387, Providencia",Providencia,71,102,27.37
"Calle Gabriela Mistral 2973, Las Condes",Las Condes,35,607,15.25
"Calle Las Rosas 8, Maipú",Maipú,28,353,12.63
"Calle Matta 941, La Florida",La Florida,62,1257,14.53
"Barros Arana 35, Estación Central",Estación Central,52,1135,8.34
"Los Laureles 5743, Estación Central",Estación Central,46,1931,9.41
"María Leal 915, San Miguel",San Miguel,52,11,16.63
"Pedro Montt 768, La Florida",La Florida,50,1324,11.48
"Alonso Chacón 537, Maipú",Maipú,74,2230,9.91
"Calle Álvaro Casanova 4722, La Florida",La Florida,75,1245,15.07
"Calle Katherine Zenteno 529, Providencia",Providencia,55,111,21.74
"Los Alerces 21, San Miguel",San Miguel,62,67,18.04
"Pedro Aguirre Cerda 848, Las Condes",Las Condes,54,16,22.7
"Avda. Las Rosas 761, Estación Central",Estación Central,37,792,6.84
"Calle Guillermo Albornoz 21, Santiago",Santiago,60,794,17.25
"Av. Los Coihues 74, Providencia",Providencia,25,3468,7.13
"Las Lilas 502, Santiago",Santiago,68,406,14.31
"Caupolicán 8530, Santiago",Santiago,27,322,9.58
"Av. Los Cactus 8444, Ñuñoa",Ñuñoa,50,783,14.41
"Psje. Eliodoro Yáñez 7754, Las Condes",Las Condes,31,1397,11.17
"Fabiola Flores 6678, Santiago",Santiago,55,2208,12.47
"Calle Esmeralda 9862, San Miguel",San Miguel,44,1300,6.88
"María Ramírez 40, La Florida",La Florida,23,445,5.3
"Calle Los Copihues 64, San Miguel",San Miguel,52,806,17.77
"Los Girasoles 410, Maipú",Maipú,35,1552,8.51
"Los Aromos 979, San Miguel",San Miguel,63,539,13.23
"Gabriela Mistral 24, San Miguel",San Miguel,44,195,14.34
"Calle Los Laureles 4933, Maipú",Maipú,52,148,14.33
"Calle Isabel González 80, San Miguel",San Miguel,30,0,15.09
"Avenida Julio González 7446, Las Condes",Las Condes,35,1013,14.66
"Los Aromos 7489, Vitacura",Vitacura,37,94,22.83
"Ana Valdés 558, La Florida",La Florida,62,223,9.55
"Avenida Los Tilos 5454, Santiago",Santiago,87,282,18.06
"Calle Los Girasoles 70, Macul",Macul,32,657,9.94
"Caupolicán 57, Providencia",Providencia,68,405,25.18
"Pasaje Los Calafates 409, Las Condes",Las Condes,20,898,8.37
"Caupolicán 9875, Vitacura",Vitacura,27,45,18.29
"Av. Las Malvas 582, Ñuñoa",Ñuñoa,30,105,12.6
"Calle Eusebio Lillo 25, San Miguel",San Miguel,26,553,8.08
"Calle Leonor Tapia 65, Ñuñoa",Ñuñoa,23,328,13.71
"Calle Los Lirios 17, San Miguel",San Miguel,52,280,16.46
"Blanca Arancibia 238, Maipú",Maipú,41,55,9.65
"Lynch 422, Ñuñoa",Ñuñoa,52,1808,13.14
"Gabriela Mistral 672, San Miguel",San Miguel,58,941,12.41
"Avda. Alejandro Osorio 5007, La Florida",La Florida,49,103,13.46
"Avda. Camila Baeza 712, Ñuñoa",Ñuñoa,58,53,19.7
"Matta 7, Santiago",Santiago,43,2947,12.41
"Calle Esmeralda 905, Maipú",Maipú,27,914,7.77
"Calle María Guajardo 2542, Maipú",Maipú,68,432,14.75
"Alberto Hurtado 8044, Las Condes",Las Condes,35,967,11.88
"Cristóbal Núñez 62, Maipú",Maipú,30,1129,9.96
"Los Coihues 72, San Miguel",San Miguel,41,1211,5.0
"Calle Caupolicán 3098, Providencia",Providencia,31,519,15.71
"Calle Ramón Picarte 148, San Miguel",San Miguel,37,449,13.29
"Natali Ponce 200, Estación Central",Estación Central,51,8,12.76
"Manuel Montt 4472, San Miguel",San Miguel,51,2088,14.51
"Calle Caupolicán 349, Ñuñoa",Ñuñoa,31,739,11.7
"Mackenna 51, Santiago",Santiago,36,181,12.24
"Avda. Michimalonco 448, Providencia",Providencia,68,2016,23.08
"Caupolicán 4087, Las Condes",Las Condes,54,1971,27.88
"Los Pinos 8011, Las Condes",Las Condes,102,3621,37.19
"Psje. Kevin Díaz 44, Las Condes",Las Condes,71,1657,26.94
"Los Robles 1012, Lo Barnechea",Lo Barnechea,70,4889,21.57
"Calle Las Maravillas 1110, Las Condes",Las Condes,25,224,14.5
"Avenida Carlos Figueroa 294, Santiago",Santiago,60,1477,11.48
"Lautaro 5667, Lo Barnechea",Lo Barnechea,43,1385,19.12
"Baquedano 321, Ñuñoa",Ñuñoa,35,210,14.98
"Camino Los Alerces 8979, Maipú",Maipú,47,82,9.92
"Avenida Germán Arias 82, San Miguel",San Miguel,65,3106,13.58
"Los Helechos 17, Santiago",Santiago,54,280,12.64
"Calle José Miguel Carrera 48, Lo Barnechea",Lo Barnechea,31,1637,13.77
"Los Aromos 791, Lo Barnechea",Lo Barnechea,60,3,24.22
"Calle Erika Cuevas 1890, Vitacura",Vitacura,34,16,20.26
"Calle Fernando Medina 6753, Lo Barnechea",Lo Barnechea,48,501,21.79
"Calle Los Palmitos 466, Providencia",Providencia,39,218,16.97
"Calle Pedro de Valdivia 2775, Lo Barnechea",Lo Barnechea,40,936,15.71
"Las Mandarinas 716, Las Condes",Las Condes,60,666,23.58
"Calle Arturo Prat 9994, Las Condes",Las Condes,29,64,18.26
"Manuel Cifuentes 6, San Miguel",San Miguel,97,141,19.9
"Av. Los Alerces 6997, Providencia",Providencia,21,392,11.89
"Los Helechos 6305, Ñuñoa",Ñuñoa,35,164,18.21
"Calle Los Coihues 30, San Miguel",San Miguel,51,1257,13.31
"Los Higos 26, Santiago",Santiago,56,430,14.65
"Avenida Los Encinos 4637, Vitacura",Vitacura,42,78,23.73
"Arturo Prat 891, La Florida",La Florida,43,529,11.7
"Las Maravillas 882, Santiago",Santiago,52,76,17.65
"Calle Arturo Prat 89, Las Condes",Las Condes,40,110,14.36
"Kevin Trujillo 222, Maipú",Maipú,78,219,12.21
"Salvador Allende 466, Maipú",Maipú,62,1570,13.64
"Calle Los Pinos 8, Las Condes",Las Condes,63,2068,18.81
"Calle Julio Luna 985, Providencia",Providencia,30,1400,12.98
"Calle Evelyn Álvarez 9228, La Florida",La Florida,43,325,10.41
"Caupolicán 88, Macul",Macul,39,254,9.62
"Luisa Burgos 784, Lo Barnechea",Lo Barnechea,29,637,14.92
"Calle Arturo Prat 3034, Providencia",Providencia,51,1023,18.75
"Avenida Los Higos 44, Ñuñoa",Ñuñoa,36,4013,16.58
"José Román 7838, San Miguel",San Miguel,58,112,14.7
"Calle Nora Astudillo 706, Santiago",Santiago,29,40,15.58
"Santa Rosa 1, Ñuñoa",Ñuñoa,88,948,26.07
"Avda. Esmeralda 47, San Miguel",San Miguel,31,1428,6.67
"Lautaro 493, Macul",Macul,48,1498,13.16
"Calle Las Maravillas 7281, Vitacura",Vitacura,61,907,26.57
"Calle Las Rosas 6940, Providencia",Providencia,35,2463,12.9
"Las Manzanillas 30, Macul",Macul,62,572,15.5
"Las Rosas 59, Maipú",Maipú,27,1961,5.0
"Las Mosquetas 651, San Miguel",San Miguel,79,2748,13.79
"Francisco Flores 9826, San Miguel",San Miguel,44,1502,12.38
"Daniel Vergara 65, Las Condes",Las Condes,35,296,16.21
"Manuel Rodríguez 9, San Miguel",San Miguel,39,174,12.38
"Las Azucenas 20, San Miguel",San Miguel,61,635,15.21
"Los Aromos 49, Providencia",Providencia,35,482,15.52
"Avenida Manuel Rodríguez 71, Providencia",Providencia,33,1681,9.04
"Calle Los Robles 9858, Ñuñoa",Ñuñoa,40,84,19.95
"Los Tilos 2358, Vitacura",Vitacura,27,238,16.51
"Calle Paula Jaraquemada 733, Ñuñoa",Ñuñoa,92,1114,25.43
"Calle Manuel José Irarrázaval 12, Providencia",Providencia,35,79,18.06
"Las Manzanillas 3110, Ñuñoa",Ñuñoa,62,309,21.18
"Calle Las Lilas 74, Las Condes",Las Condes,48,391,22.18
"Manuel Montt 206, Maipú",Maipú,30,779,8.89
"José Jorquera 6901, San Miguel",San Miguel,44,137,15.48
"Luis Fuenzalida 7147, Santiago",Santiago,61,1576,17.0
"Salvador Allende Gossens 383, La Florida",La Florida,41,474,12.64
"Paula Jaraquemada 3, San Miguel",San Miguel,72,1991,14.54
"Avenida Las Mosquetas 15, Las Condes",Las Condes,67,504,22.78
"Boris Morales 9996, San Miguel",San Miguel,64,257,20.51
"Johnny Tapia 45, San Miguel",San Miguel,37,122,12.02
"Ramón Picarte 4394, Macul",Macul,29,3,11.21
"Calle Pedro de Valdivia 88, San Miguel",San Miguel,34,607,5.65
"Juan Cifuentes 6397, Las Condes",Las Condes,48,90,22.83
"Esmeralda 214, Providencia",Providencia,55,397,21.12
"Calle Silvia Durán 6929, Ñuñoa",Ñuñoa,20,711,5.49
"Los Copihues 7533, Santiago",Santiago,44,258,14.21
"Av. Los Higos 857, San Miguel",San Miguel,47,154,12.83
"Los Coihues 97, Ñuñoa",Ñuñoa,40,1192,20.1
"Calle Ramón Barros Luco 92, Estación Central",Estación Central,74,2346,10.79
"Calle Jazmín Díaz 7080, Santiago",Santiago,52,84,14.61
"Sofía Muñoz 6872, Providencia",Providencia,75,135,25.54
"Eliodoro Yáñez 7881, Las Condes",Las Condes,41,2575,18.97
"Los Aromos 992, Lo Barnechea",Lo Barnechea,65,30,26.58
"Calle Jorge Pulgar 627, Providencia",Providencia,85,3040,24.84
"Calle Los Aromos 4530, Lo Barnechea",Lo Barnechea,75,3,32.48
"Josue Riquelme 170, Lo Barnechea",Lo Barnechea,28,1655,9.06
"Arturo Prat 5, Providencia",Providencia,40,293,18.55
"Calle Las Lilas 2659, Lo Barnechea",Lo Barnechea,38,2232,19.57
"Cristian Lira 8655, Maipú",Maipú,54,304,13.71
"Las Hortensias 4272, Las Condes",Las Condes,58,849,23.72
"Calle Francisco Bilbao 2259, San Miguel",San Miguel,31,66,14.25
"Calle Martina Contreras 373, San Miguel",San Miguel,45,222,17.58
"Alonso de Ribera 3992, Estación Central",Estación Central,20,1188,8.4
"José Velásquez 7428, Las Condes",Las Condes,79,601,30.02
"Clorinda Villarroel 24, Ñuñoa",Ñuñoa,36,2104,14.05
"Calle Florentina Norambuena 3692, Estación Central",Estación Central,45,447,8.05
"Ignacia Vargas 85, Maipú",Maipú,39,1631,9.81
"Ruth Araya 410, La Florida",La Florida,70,476,12.26
"Christopher Yáñez 229, Providencia",Providencia,20,3100,7.52
"Calle Marco Muñoz 28, Lo Barnechea",Lo Barnechea,44,2571,9.03
"Calle Camilo Henríquez 96, Santiago",Santiago,42,319,13.43
"Lord Thomas Cochrane 863, Maipú",Maipú,37,1736,5.91
"Juan Mackenna 447, San Miguel",San Miguel,89,1505,20.9
"Calle Paula Jaraquemada 9009, San Miguel",San Miguel,31,189,12.1
"Calle Los Carrera 656, Providencia",Providencia,60,783,23.95
"Calle Picarte 6869, La Florida",La Florida,51,60,11.5
"Margarita Zapata 96, Lo Barnechea",Lo Barnechea,74,1449,28.6
"Alejandro Bravo 644, Ñuñoa",Ñuñoa,34,153,20.02
"Camilo Henríquez 37, San Miguel",San Miguel,33,58,14.4
"Calle Matta 19, San Miguel",San Miguel,69,408,18.51
"Calle Hugo Robles 77, Providencia",Providencia,52,688,19.51
"Calle Eliodoro Yáñez 9066, Las Condes",Las Condes,24,1544,9.86
"Avda. Las Hortensias 1277, Santiago",Santiago,36,2927,10.46
"Av. Pascale Lagos 4988, Providencia",Providencia,52,463,15.91
"Camila Muñoz 5021, San Miguel",San Miguel,62,49,16.46
"Juan Mackenna 138, Lo Barnechea",Lo Barnechea,34,1106,10.3
"Pasaje Pedro Aguirre Cerda 68, San Miguel",San Miguel,20,666,5.71
"Los Copihues 7937, San Miguel",San Miguel,55,475,15.53
"María Torres 981, Las Condes",Las Condes,27,296,15.63
"Calle Los Helechos 94, Ñuñoa",Ñuñoa,20,558,9.76
"Francisca Parra 673, Las Condes",Las Condes,20,330,12.54
"Las Maravillas 890, Las Condes",Las Condes,61,1131,17.92
"Calle Los Carrera 735, Estación Central",Estación Central,47,628,9.11
"Los Aromos 2434, Ñuñoa",Ñuñoa,40,1675,11.28
"Santa Rosa 6275, La Florida",La Florida,77,627,13.76
"Av. Carmen Benítez 437, Providencia",Providencia,57,217,23.64
"Avda. Abigail Castillo 3395, Santiago",Santiago,85,1523,15.83
"Calle Arturo Alessandri 880, La Florida",La Florida,25,651,6.04
"Las Rosas 894, San Miguel",San Miguel,44,185,8.14
"Camino Brandon Vásquez 9920, San Miguel",San Miguel,23,781,7.02
"Manuel Baquedano 862, San Miguel",San Miguel,40,354,9.09
"Avenida Manuel Rodríguez 703, Ñuñoa",Ñuñoa,40,1488,13.31
"Ana Riquelme 92, Maipú",Maipú,57,483,9.65
"Calle Los Tilos 6, La Florida",La Florida,45,1036,10.16
"Esmeralda 665, Estación Central",Estación Central,57,80,13.59
"Bilbao 2293, Las Condes",Las Condes,59,403,27.7
"Av. Las Azucenas 363, Macul",Macul,105,3271,21.39
"Calle José Romero 8885, Maipú",Maipú,39,1322,5.0
"Calle Las Mosquetas 361, Lo Barnechea",Lo Barnechea,30,139,13.23
"Calle Manuel Rodríguez 81, Las Condes",Las Condes,49,260,21.29
"Manuel Rodríguez 684, Macul",Macul,32,320,8.27
"Calle Gabriela Mistral 993, San Miguel",San Miguel,80,840,9.92
"Psje. Sebastián García 771, La Florida",La Florida,39,1131,12.26
"Juana Osorio 7256, Las Condes",Las Condes,35,1107,16.67
"Calle José Victorino Lastarria 7449, La Florida",La Florida,37,570,10.86
"Av. Las Araucarias 95, Providencia",Providencia,59,1332,18.64
"Los Digitales 5023, Lo Barnechea",Lo Barnechea,41,459,19.09
"Calle Manuel Antonio Matta 1780, Lo Barnechea",Lo Barnechea,34,105,16.06
"Patricio Lynch 7921, La Florida",La Florida,87,664,17.34
"Calle Las Mandarinas 3228, Santiago",Santiago,31,2434,5.5
"Calle Gabriela Mistral 87, San Miguel",San Miguel,45,1260,14.65
"Ítalo Guerrero 8829, Ñuñoa",Ñuñoa,58,691,14.51
"Paulina Delgado 957, Maipú",Maipú,23,832,9.55
"Av. Teresa Bravo 9400, Ñuñoa",Ñuñoa,54,2133,16.2
"Calle Fernando González 57, La Florida",La Florida,29,447,7.49
"Avda. Lautaro 608, San Miguel",San Miguel,62,322,16.11
"Calle Amanda Campos 5663, Ñuñoa",Ñuñoa,30,3026,11.88
"Calle Mac Iver 4846, San Miguel",San Miguel,58,1592,16.21
"Calle José de San Martín 597, Ñuñoa",Ñuñoa,69,312,23.04
"Nicole García 2802, Macul",Macul,63,498,12.99
"Calle Las Manzanillas 203, San Miguel",San Miguel,49,429,13.2
"Calle Francisco Romero 67, Providencia",Providencia,40,129,22.51
"Las Manzanillas 25, Maipú",Maipú,35,2532,10.26
"Calle Osvaldo Díaz 734, Ñuñoa",Ñuñoa,80,414,26.75
"Calle Lautaro 4730, San Miguel",San Miguel,33,1665,10.48
"Las Mandarinas 48, Maipú",Maipú,29,167,11.31
"Los Calafates 345, Santiago",Santiago,58,635,17.18
"Avda. Las Rosas 6743, Las Condes",Las Condes,32,19,16.74
"Av. Esmeralda 3650, Maipú",Maipú,30,1155,5.0
"Calle Los Calafates 10, Santiago",Santiago,25,695,8.38
"Bernardita Aravena 451, Ñuñoa",Ñuñoa,36,785,10.93
"Calle Hernán Núñez 1, Las Condes",Las Condes,43,42,18.3
"Calle Esmeralda 812, La Florida",La Florida,49,189,11.1
"Calle Amanda Ríos 7730, Santiago",Santiago,65,61,24.46
"Caupolicán 9077, San Miguel",San Miguel,55,272,15.08
"Calle Los Tilos 6285, Maipú",Maipú,41,789,9.97
"Los Naranjos 99, La Florida",La Florida,41,668,6.86
"Calle Carlos Gómez 9570, Lo Barnechea",Lo Barnechea,54,757,16.44
"Diego Barros Arana 459, Ñuñoa",Ñuñoa,74,637,20.35
"Caupolicán 486, Providencia",Providencia,47,255,22.73
"Hernán Gaete 6456, Macul",Macul,37,224,12.77
"Calle Salvador Allende Gossens 4220, Vitacura",Vitacura,30,117,19.46
"Calle Benjamín Vicuña Mackenna 967, San Miguel",San Miguel,25,1512,9.09
"Mariana Castro 191, La Florida",La Florida,58,766,10.79
"Avenida Allison Galaz 905, Maipú",Maipú,56,165,16.82
"Cochrane 1948, Ñuñoa",Ñuñoa,56,156,18.43
"Av. Antonio Varas 2, La Florida",La Florida,42,1651,12.41
"Avda. Paula Jaraquemada 3839, Las Condes",Las Condes,78,1086,28.9
"Alberto Zúñiga 7957, La Florida",La Florida,36,861,5.0
"Calle Barros Arana 828, Las Condes",Las Condes,65,417,23.4
"Los Alerces 755, Ñuñoa",Ñuñoa,44,243,12.14
"José Miguel Carrera 936, La Florida",La Florida,35,3107,10.19
"Calle Los Lirios 160, Las Condes",Las Condes,56,1276,20.93
"Calle Los Girasoles 4404, Providencia",Providencia,52,287,14.8
"Av. María Maturana 948, Macul",Macul,51,1504,12.61
"Ignacio Velásquez 3752, Macul",Macul,46,1138,9.81
"Calle Las Lilas 7441, Santiago",Santiago,44,282,9.25
"Susan Araneda 37, Santiago",Santiago,116,444,29.45
"Las Malvas 29, San Miguel",San Miguel,71,164,18.36
"Lucía Muñoz 26, Providencia",Providencia,59,94,22.84
"Pasaje Gabriela Mistral 76, Ñuñoa",Ñuñoa,46,1026,14.01
"Av. Eliodoro Yáñez 560, Lo Barnechea",Lo Barnechea,66,249,22.36
"José Ortega 1832, Maipú",Maipú,54,1372,6.9
"Manuel Montt 3462, San Miguel",San Miguel,45,4342,12.98
"Arturo Prat 708, San Miguel",San Miguel,39,63,12.27
"Calle Los Girasoles 822, San Miguel",San Miguel,43,512,11.83
"Jorge Campos 989, Maipú",Maipú,20,1295,5.0
"Calle Carmen Garrido 291, Lo Barnechea",Lo Barnechea,48,1244,15.34
"Irarrázabal 1559, San Miguel",San Miguel,36,1141,10.97
"Calle Los Coihues 379, San Miguel",San Miguel,84,343,20.28
"Los Laureles 43, Santiago",Santiago,45,483,16.74
"Esmeralda 21, Vitacura",Vitacura,27,723,17.95
"Calle Las Rosas 2405, Maipú",Maipú,43,2917,7.32
"Calle Los Cactus 9833, Maipú",Maipú,29,317,9.91
"Samuel Guerrero 720, San Miguel",San Miguel,54,2052,11.06
"Ernestina Pino 5043, Santiago",Santiago,50,251,19.33
"Calle Los Copihues 1451, Maipú",Maipú,65,3613,13.7
"Av. Las Margaritas 268, Macul",Macul,32,887,9.53
"Los Aromos 412, Lo Barnechea",Lo Barnechea,45,498,19.56
"Eleodoro Toro 40, San Miguel",San Miguel,25,760,11.74
"Matías Leiva 60, Santiago",Santiago,59,254,17.25
"Gabriela Mistral 5840, San Miguel",San Miguel,55,256,18.71
"Alonso de Ribera 2562, Macul",Macul,54,96,10.23
"Patricio Lynch 792, Maipú",Maipú,44,96,13.35
"Pasaje Los Pinos 323, Maipú",Maipú,52,341,10.56
"Viviana Véliz 94, San Miguel",San Miguel,84,1151,21.99
"Calle Rigoberto Córdova 692, Las Condes",Las Condes,39,749,20.47
"Calle Bernardo O'Higgins 7205, Estación Central",Estación Central,47,86,12.58
"Balmaceda 34, La Florida",La Florida,28,1529,10.72
"Calle Patricia Solís 449, Las Condes",Las Condes,31,735,18.69
"Constanza Barría 972, Maipú",Maipú,46,2592,8.6
"Gladys Calderón 3677, Maipú",Maipú,69,887,19.0
"Calle José Baeza 4463, San Miguel",San Miguel,40,154,12.81
"Calle Uberlinda Alvarez 67, San Miguel",San Miguel,40,513,10.73
"Los Palmitos 709, Ñuñoa",Ñuñoa,37,836,15.29
"Gabriela Mistral 99, Las Condes",Las Condes,36,22,18.16
"Bastián Retamal 1177, Ñuñoa",Ñuñoa,50,12,20.07
"Calle Paula Araneda 480, La Florida",La Florida,24,110,13.24
"Calle Los Robles 84, Vitacura",Vitacura,74,231,31.33
"Calle Marco Rojas 827, Ñuñoa",Ñuñoa,34,449,9.08
"Avda. Bernardo O'Higgins 38, Ñuñoa",Ñuñoa,59,534,19.98
"Bulnes 427, San Miguel",San Miguel,26,118,9.03
"Los Piñones 2211, Maipú",Maipú,58,895,13.43
"Las Margaritas 986, Ñuñoa",Ñuñoa,58,725,20.11
"Maricel Vera 325, Ñuñoa",Ñuñoa,52,279,22.01
"Av. Jorge Villegas 547, Macul",Macul,30,11,14.74
